Experiment,Read Length,P-site Offset
GSM1704580,35,11
GSM1704581,30,11
GSM1704581,31,12
GSM1704581,32,11
GSM1704581,33,12
GSM1704581,34,12
GSM1704581,35,11
GSM1704582,29,11
GSM1704582,30,11
GSM1704582,31,12
GSM1704582,32,11
GSM1704582,33,12
GSM1704582,34,12
GSM1704582,35,14
GSM1704583,29,11
GSM1704583,30,11
GSM1704583,31,12
GSM1704583,32,11
GSM1704583,33,12
GSM1704583,34,12
GSM1704583,35,11
GSM1704584,31,12
GSM1704584,32,11
GSM1704584,33,12
GSM1704584,34,12
GSM1704584,35,11
GSM1704584,36,12
GSM1704584,37,12
GSM1704585,29,11
GSM1704585,30,11
GSM1704585,31,12
GSM1704585,32,11
GSM1704585,33,12
GSM1704585,34,12
GSM1704586,31,12
GSM1704586,32,11
GSM1704586,33,12
GSM1704586,34,12
GSM1704586,35,11
GSM1704586,36,12
GSM1704587,28,13
GSM1704587,29,10
GSM1704587,30,11
GSM1704587,31,12
GSM1704587,32,11
GSM1704587,33,12
GSM1704587,34,15
GSM1704587,35,11
GSM1704588,28,13
GSM1704588,29,10
GSM1704588,30,12
GSM1704588,31,12
GSM1704588,32,11
GSM1704588,33,12
GSM1704588,34,12
GSM1704588,35,11
GSM1704589,28,13
GSM1704589,29,10
GSM1704589,30,11
GSM1704589,31,12
GSM1704589,32,11
GSM1704589,33,12
GSM1704589,34,12
GSM1704589,35,14
GSM1704590,26,11
GSM1704590,27,12
GSM1704590,28,10
GSM1704590,29,11
GSM1704590,30,11
GSM1704590,31,12
GSM1704590,32,11
GSM1704590,33,12
GSM1704590,34,12
GSM1704590,35,11
GSM1704591,27,12
GSM1704591,28,13
GSM1704591,29,11
GSM1704591,30,11
GSM1704591,31,12
GSM1704591,32,11
GSM1704591,33,12
GSM1704591,34,12
GSM1704592,30,11
GSM1704592,31,12
GSM1704592,32,11
GSM1704592,33,12
GSM1704592,34,12
GSM1704592,35,14
GSM1704593,29,11
GSM1704593,30,11
GSM1704593,31,12
GSM1704593,32,11
GSM1704593,33,12
GSM1704593,34,12
GSM1704594,29,11
GSM1704594,30,11
GSM1704594,31,12
GSM1704594,32,11
GSM1704594,33,12
GSM1704594,34,12
GSM1704594,35,11
GSM1704595,30,11
GSM1704595,31,12
GSM1704595,32,11
GSM1704595,33,12
GSM1704595,34,12
GSM1704595,35,11
GSM1704596,29,11
GSM1704596,30,11
GSM1704596,31,12
GSM1704596,32,11
GSM1704596,33,12
GSM1704596,34,12
GSM1704596,35,11
GSM1712271,26,11
GSM1712271,27,11
GSM1712271,28,11
GSM1712271,29,11
GSM1712271,30,12
GSM1712272,27,11
GSM1712272,28,11
GSM1712272,29,11
GSM1712272,30,12
GSM1712272,31,12
GSM1712273,26,11
GSM1712273,27,11
GSM1712273,28,11
GSM1712273,29,11
GSM1712273,30,12
GSM1712274,28,11
GSM1712274,29,11
GSM1712274,30,12
GSM1712274,31,12
GSM1712275,27,11
GSM1712275,28,11
GSM1712275,29,11
GSM1712275,30,12
GSM1712276,27,11
GSM1712276,28,11
GSM1712276,29,11
GSM1712276,30,12
GSM1712276,31,12
GSM1712277,27,11
GSM1712277,28,11
GSM1712277,29,11
GSM1712277,30,12
GSM1712837,27,11
GSM1712837,28,11
GSM1712837,29,11
GSM1712837,30,12
GSM1712838,27,11
GSM1712838,28,11
GSM1712838,29,11
GSM1712838,30,12
GSM1712838,31,12
GSM1712839,27,11
GSM1712839,28,11
GSM1712839,29,11
GSM1712839,30,11
GSM1712840,27,11
GSM1712840,28,11
GSM1712840,29,11
GSM1712840,30,11
GSM1712840,31,12
GSM1712840,32,12
GSM1712841,27,11
GSM1712841,28,11
GSM1712841,29,11
GSM1712841,30,11
GSM1712841,31,12
GSM1712842,28,11
GSM1712842,29,11
GSM1712842,30,11
GSM1712842,31,12
GSM1712842,32,12
GSM1712843,26,11
GSM1712843,27,11
GSM1712843,28,11
GSM1712843,29,11
GSM1712843,30,11
GSM1712844,27,11
GSM1712844,28,11
GSM1712844,29,11
GSM1712844,30,11
GSM1712844,31,12
GSM1712845,27,11
GSM1712845,28,11
GSM1712845,29,11
GSM1712845,30,12
GSM1712845,31,12
GSM1712846,27,12
GSM1712846,28,11
GSM1712846,29,11
GSM1712846,30,12
GSM1712846,31,12
GSM1712847,26,11
GSM1712847,27,11
GSM1712847,28,11
GSM1712847,29,11
GSM1712847,30,11
GSM1712848,27,11
GSM1712848,28,11
GSM1712848,29,11
GSM1712848,30,11
GSM1712848,31,12
GSM1712849,27,12
GSM1712849,28,11
GSM1712849,29,11
GSM1712849,30,12
GSM1712849,31,12
GSM1712849,32,12
GSM1712849,33,12
GSM1712850,26,12
GSM1712850,27,12
GSM1712850,28,11
GSM1712850,29,11
GSM1712850,30,12
GSM1712850,31,12
GSM1712850,32,12
GSM1720803,25,11
GSM1720803,26,11
GSM1720803,27,11
GSM1720803,28,11
GSM1720804,24,11
GSM1720804,25,11
GSM1720804,26,11
GSM1720804,27,11
GSM1720804,28,11
GSM1720804,29,12
GSM1720805,25,11
GSM1720805,26,11
GSM1720805,27,11
GSM1720805,28,11
GSM1720805,29,12
GSM1720806,23,11
GSM1720806,24,11
GSM1720806,25,11
GSM1720806,26,11
GSM1720806,27,11
GSM1720806,28,11
GSM1720807,24,11
GSM1720807,25,11
GSM1720807,26,11
GSM1720807,27,11
GSM1720807,28,12
GSM1720807,29,12
GSM1720813,24,11
GSM1720813,25,11
GSM1720813,26,11
GSM1720813,27,11
GSM1720813,28,11
GSM1720814,26,11
GSM1720814,27,11
GSM1720814,28,11
GSM1720814,29,11
GSM1720815,27,11
GSM1720815,28,11
GSM1720815,29,12
GSM1720816,27,11
GSM1720816,28,11
GSM1720816,29,11
GSM1720817,26,11
GSM1720817,27,11
GSM1720817,28,11
GSM1720817,29,12
GSM1720817,30,13
GSM1720817,31,14
GSM1720817,32,13
GSM1819217,25,11
GSM1819217,26,11
GSM1819217,27,11
GSM1819217,28,11
GSM1819217,29,11
GSM1819217,30,12
GSM1819217,31,12
GSM1819218,24,12
GSM1819218,25,11
GSM1819218,26,11
GSM1819218,27,11
GSM1819218,28,11
GSM1819218,29,11
GSM1819218,30,12
GSM1819218,31,12
GSM1819219,25,11
GSM1819219,26,11
GSM1819219,27,11
GSM1819219,28,11
GSM1819219,29,11
GSM1819219,30,12
GSM1819219,31,12
GSM1819220,25,11
GSM1819220,26,11
GSM1819220,27,11
GSM1819220,28,11
GSM1819220,29,11
GSM1819220,30,12
GSM1819220,31,12
GSM1819221,24,11
GSM1819221,25,11
GSM1819221,26,11
GSM1819221,27,11
GSM1819221,28,11
GSM1819221,29,11
GSM1819221,30,12
GSM1819221,31,12
GSM1819222,25,11
GSM1819222,26,11
GSM1819222,27,11
GSM1819222,28,11
GSM1819222,29,11
GSM1819222,30,12
GSM1819222,31,12
GSM1819223,24,12
GSM1819223,25,11
GSM1819223,26,11
GSM1819223,27,11
GSM1819223,28,11
GSM1819223,29,11
GSM1819223,30,12
GSM1819223,31,12
GSM1819224,24,12
GSM1819224,25,11
GSM1819224,26,11
GSM1819224,27,11
GSM1819224,28,11
GSM1819224,29,11
GSM1819224,30,12
GSM1819224,31,12
GSM1819225,25,12
GSM1819225,26,11
GSM1819225,27,11
GSM1819225,28,11
GSM1819225,29,11
GSM1819225,30,12
GSM1819225,31,12
GSM1819226,25,11
GSM1819226,26,11
GSM1819226,27,11
GSM1819226,28,11
GSM1819226,29,11
GSM1819226,30,12
GSM1819226,31,12
GSM1819227,24,11
GSM1819227,25,11
GSM1819227,26,11
GSM1819227,27,11
GSM1819227,28,11
GSM1819227,29,11
GSM1819227,30,12
GSM1819227,31,12
GSM1819228,26,11
GSM1819228,27,11
GSM1819228,28,11
GSM1819228,29,11
GSM1819228,30,12
GSM1819228,31,12
GSM1844755,26,11
GSM1844755,27,11
GSM1844755,28,11
GSM1844755,29,12
GSM1844755,30,12
GSM1844756,26,10
GSM1844756,27,10
GSM1844756,28,11
GSM1844756,29,11
GSM1844757,26,11
GSM1844757,27,11
GSM1844757,28,11
GSM1844757,29,12
GSM1844757,30,12
GSM1844758,25,10
GSM1844758,26,10
GSM1844758,27,10
GSM1844758,28,11
GSM1844759,26,11
GSM1844759,27,11
GSM1844759,28,11
GSM1844759,29,12
GSM1844760,25,10
GSM1844760,26,10
GSM1844760,27,10
GSM1844760,28,11
GSM2601309,25,10
GSM2601309,26,10
GSM2601309,27,10
GSM2601309,28,10
GSM2601309,29,11
GSM2601309,30,11
GSM2601310,26,10
GSM2601310,27,10
GSM2601310,28,10
GSM2601310,29,11
GSM2601310,30,11
GSM2601311,25,10
GSM2601311,26,10
GSM2601311,27,10
GSM2601311,28,10
GSM2601311,29,11
GSM2601311,30,11
GSM2601312,26,10
GSM2601312,27,10
GSM2601312,28,10
GSM2601312,29,11
GSM2601312,30,11
GSM1887643,26,11
GSM1887643,27,11
GSM1887643,28,11
GSM1887643,29,11
GSM1898010,23,11
GSM1898010,24,11
GSM1898010,25,11
GSM1898010,26,11
GSM1898010,27,10
GSM1898010,28,11
GSM1898010,29,11
GSM1898010,30,12
GSM1898011,24,15
GSM1898011,25,11
GSM1898011,26,11
GSM1898011,27,10
GSM1898011,28,11
GSM1898011,29,11
GSM1898011,30,12
GSM1898012,26,11
GSM1898012,27,10
GSM1898012,28,11
GSM1898012,29,11
GSM1898012,30,12
GSM1898012,31,12
GSM1898013,26,12
GSM1898013,27,12
GSM1898013,28,11
GSM1898013,29,11
GSM1898013,30,12
GSM1898013,31,12
GSM1898013,32,12
GSM1898018,24,12
GSM1898018,25,11
GSM1898018,26,11
GSM1898018,27,10
GSM1898018,28,11
GSM1898018,29,11
GSM1898018,30,12
GSM1898018,31,12
GSM1898019,24,12
GSM1898019,25,11
GSM1898019,26,11
GSM1898019,27,10
GSM1898019,28,11
GSM1898019,29,11
GSM1898019,30,12
GSM1898019,31,12
GSM1898020,24,11
GSM1898020,25,11
GSM1898020,26,11
GSM1898020,27,10
GSM1898020,28,11
GSM1898020,29,11
GSM1898020,30,12
GSM1898020,31,12
GSM1898021,28,11
GSM1898021,29,11
GSM1898021,30,12
GSM1898021,31,12
GSM1898021,32,12
GSM1916181,27,11
GSM1916181,28,11
GSM1916181,29,11
GSM1916181,30,11
GSM1916181,31,12
GSM1916182,28,11
GSM1916182,29,11
GSM1916182,30,11
GSM1916182,31,12
GSM1916182,32,12
GSM1918965,21,12
GSM1918965,22,12
GSM1918965,23,12
GSM1918965,24,12
GSM1918965,25,12
GSM1918965,26,12
GSM1918965,27,12
GSM1918965,28,11
GSM1918965,29,11
GSM1918967,21,12
GSM1918967,22,13
GSM1918967,23,13
GSM1918967,24,12
GSM1918967,25,15
GSM1918967,26,14
GSM1918967,27,11
GSM1921989,26,11
GSM1921989,27,11
GSM1921989,28,11
GSM1921989,29,11
GSM1921989,30,12
GSM1921990,26,11
GSM1921990,27,11
GSM1921990,28,11
GSM1921990,29,11
GSM1921990,30,12
GSM1921991,27,11
GSM1921991,28,11
GSM1921991,29,11
GSM1921991,30,12
GSM1921991,31,12
GSM1921992,28,11
GSM1921992,29,11
GSM1921992,30,12
GSM1921993,27,11
GSM1921993,28,11
GSM1921993,29,11
GSM1921993,30,12
GSM1921994,27,11
GSM1921994,28,11
GSM1921994,29,11
GSM1921994,30,11
GSM1921994,31,12
GSM1921994,32,12
GSM1921995,28,11
GSM1921995,29,11
GSM1921995,30,11
GSM1921995,31,12
GSM1921995,32,12
GSM1921996,28,11
GSM1921996,29,11
GSM1921996,30,12
GSM1921996,31,12
GSM1921996,32,12
GSM1921997,27,12
GSM1921997,28,11
GSM1921997,29,11
GSM1921997,30,12
GSM1921997,31,12
GSM1921997,32,12
GSM1921997,33,12
GSM1921998,28,11
GSM1921998,29,11
GSM1921998,30,12
GSM1921998,31,12
GSM1921998,32,12
GSM1921998,33,12
GSM1921999,28,12
GSM1921999,29,12
GSM1921999,30,11
GSM1921999,31,12
GSM1921999,32,12
GSM1921999,33,12
GSM1921999,34,12
GSM1922000,27,12
GSM1922000,28,12
GSM1922000,29,11
GSM1922000,30,12
GSM1922000,31,12
GSM1922000,32,12
GSM1922000,33,12
GSM1922000,34,12
GSM1922001,27,12
GSM1922001,28,11
GSM1922001,29,11
GSM1922001,30,12
GSM1922001,31,12
GSM1922001,32,12
GSM1922002,28,11
GSM1922002,29,11
GSM1922002,30,12
GSM1922002,31,12
GSM1922002,32,12
GSM1922002,33,12
GSM1922003,28,12
GSM1922003,29,11
GSM1922003,30,12
GSM1922003,31,12
GSM1922003,32,12
GSM1922003,33,12
GSM1922004,28,11
GSM1922004,29,11
GSM1922004,30,12
GSM1922004,31,12
GSM1922004,32,12
GSM1922004,33,12
GSM1922004,34,12
GSM1948925,27,10
GSM1948925,28,10
GSM1948925,29,11
GSM1948925,30,11
GSM1948925,31,11
GSM1948926,27,10
GSM1948926,28,10
GSM1948926,29,11
GSM1948926,30,11
GSM1948926,31,11
GSM1970518,23,11
GSM1970518,24,11
GSM1970518,25,11
GSM1970518,26,11
GSM1970518,27,11
GSM1970518,28,11
GSM1970518,29,12
GSM2097522,21,15
GSM2097522,22,15
GSM2097522,23,13
GSM2097522,24,14
GSM2097522,25,15
GSM2097522,26,10
GSM2097522,27,11
GSM2097522,28,13
GSM2097522,29,10
GSM2097522,30,11
GSM2097522,31,12
GSM2097522,32,10
GSM2097522,33,14
GSM2097522,34,12
GSM2097522,35,10
GSM2097522,36,12
GSM2097522,37,13
GSM2097522,38,13
GSM2097523,21,15
GSM2097523,22,12
GSM2097523,23,10
GSM2097523,24,11
GSM2097523,25,12
GSM2097523,26,13
GSM2097523,27,14
GSM2097523,28,15
GSM2097523,29,10
GSM2097523,30,14
GSM2097523,31,12
GSM2097523,32,13
GSM2097523,33,11
GSM2097523,34,12
GSM2097523,35,10
GSM2097523,36,12
GSM2097523,37,13
GSM2097524,21,15
GSM2097524,22,12
GSM2097524,23,13
GSM2097524,24,11
GSM2097524,25,12
GSM2097524,26,10
GSM2097524,27,14
GSM2097524,28,13
GSM2097524,29,10
GSM2097524,30,14
GSM2097524,31,12
GSM2097524,32,10
GSM2097524,33,14
GSM2097524,34,12
GSM2097524,35,10
GSM2097524,36,11
GSM2100596,27,11
GSM2100596,28,11
GSM2100596,29,11
GSM2100597,27,11
GSM2100597,28,11
GSM2100597,29,11
GSM2100598,27,11
GSM2100598,28,11
GSM2100598,29,11
GSM2100598,30,11
GSM2100599,27,11
GSM2100599,28,11
GSM2100599,29,11
GSM2100599,30,12
GSM2100600,27,11
GSM2100600,28,11
GSM2100600,29,11
GSM2100601,27,11
GSM2100601,28,11
GSM2100601,29,11
GSM2100602,26,11
GSM2100602,27,11
GSM2100602,28,11
GSM2100602,29,11
GSM2113580,24,11
GSM2113580,25,11
GSM2113580,26,11
GSM2113580,27,11
GSM2113580,28,11
GSM2113584,25,11
GSM2113584,26,11
GSM2113584,27,11
GSM2113584,28,11
GSM2113584,29,11
GSM2113585,24,11
GSM2113585,25,11
GSM2113585,26,11
GSM2113585,27,11
GSM2113585,28,11
GSM2113585,29,11
GSM2175737,27,10
GSM2175737,28,10
GSM2175737,29,11
GSM2175737,30,11
GSM2175737,31,11
GSM2175738,25,10
GSM2175738,26,10
GSM2175738,27,10
GSM2175738,28,10
GSM2175738,29,10
GSM2175739,25,11
GSM2175739,26,11
GSM2175739,27,11
GSM2175739,28,10
GSM2175739,29,11
GSM2175739,30,11
GSM2175739,31,11
GSM2175739,32,11
GSM2175739,33,11
GSM2175740,26,10
GSM2175740,27,11
GSM2175740,28,10
GSM2175740,29,11
GSM2175740,30,11
GSM2175740,31,12
GSM2175742,25,10
GSM2175742,26,10
GSM2175742,27,10
GSM2175742,28,10
GSM2175742,29,11
GSM2175743,27,10
GSM2175743,28,10
GSM2175743,29,11
GSM2175743,30,11
GSM2175743,31,12
GSM2175744,28,10
GSM2175744,29,11
GSM2175744,30,11
GSM2175744,31,12
GSM2175744,32,12
GSM2175745,26,10
GSM2175745,27,10
GSM2175745,28,10
GSM2175745,29,10
GSM2175745,30,11
GSM2175745,31,12
GSM2175745,32,11
GSM2175746,26,11
GSM2175746,27,11
GSM2175746,28,10
GSM2175746,29,11
GSM2175746,30,11
GSM2175746,31,11
GSM2175746,32,12
GSM2175746,33,12
GSM2186918,25,13
GSM2186918,26,11
GSM2186918,27,11
GSM2186918,28,11
GSM2186918,29,11
GSM2186918,30,12
GSM2186918,31,12
GSM2186918,32,12
GSM2186918,33,13
GSM2186918,34,13
GSM2186919,27,11
GSM2186919,28,11
GSM2186919,29,11
GSM2186919,30,12
GSM2186919,31,12
GSM2186919,32,13
GSM2186919,33,13
GSM2186919,34,13
GSM2186920,25,11
GSM2186920,26,11
GSM2186920,27,11
GSM2186920,28,11
GSM2186920,29,11
GSM2186920,30,12
GSM2186920,31,12
GSM2186920,32,13
GSM2186920,33,13
GSM2186921,24,12
GSM2186921,25,13
GSM2186921,26,11
GSM2186921,27,11
GSM2186921,28,11
GSM2186921,29,11
GSM2186921,30,12
GSM2186921,31,12
GSM2186921,32,12
GSM2186921,33,13
GSM2186922,27,11
GSM2186922,28,11
GSM2186922,29,11
GSM2186922,30,12
GSM2186922,31,12
GSM2186922,32,13
GSM2186922,33,13
GSM2186922,34,13
GSM2186923,26,11
GSM2186923,27,11
GSM2186923,28,11
GSM2186923,29,11
GSM2186923,30,12
GSM2186923,31,12
GSM2186923,32,13
GSM2186923,33,13
GSM2186923,34,13
GSM2186923,35,13
GSM2186923,36,13
GSM2186923,37,13
GSM2186923,38,14
GSM2186923,39,14
GSM2186923,40,15
GSM2186924,26,11
GSM2186924,27,11
GSM2186924,28,11
GSM2186924,29,11
GSM2186924,30,12
GSM2186924,31,12
GSM2186924,32,12
GSM2186924,33,13
GSM2186925,26,11
GSM2186925,27,11
GSM2186925,28,11
GSM2186925,29,11
GSM2186925,30,12
GSM2186925,31,12
GSM2186925,32,13
GSM2186925,33,13
GSM2186925,34,13
GSM2188849,25,11
GSM2188849,26,11
GSM2188849,27,11
GSM2188849,28,11
GSM2188849,29,11
GSM2188849,30,12
GSM2188849,31,12
GSM2188849,32,12
GSM2188849,33,12
GSM2188849,34,13
GSM2204389,25,11
GSM2204389,26,11
GSM2204389,27,11
GSM2204389,28,11
GSM2204389,29,11
GSM2204389,30,12
GSM2204390,25,11
GSM2204390,26,11
GSM2204390,27,11
GSM2204390,28,11
GSM2204390,29,11
GSM2204390,30,12
GSM2204391,26,11
GSM2204391,27,11
GSM2204391,28,11
GSM2204391,29,11
GSM2204391,30,12
GSM2204391,31,12
GSM2204392,26,11
GSM2204392,27,11
GSM2204392,28,11
GSM2204392,29,11
GSM2204392,30,12
GSM2204392,31,12
GSM2204393,25,11
GSM2204393,26,11
GSM2204393,27,11
GSM2204393,28,11
GSM2204393,29,11
GSM2204393,30,12
GSM2204394,25,11
GSM2204394,26,11
GSM2204394,27,11
GSM2204394,28,11
GSM2204394,29,11
GSM2204394,30,12
GSM2204395,25,11
GSM2204395,26,11
GSM2204395,27,11
GSM2204395,28,11
GSM2204395,29,11
GSM2204395,30,12
GSM2204396,25,11
GSM2204396,26,11
GSM2204396,27,11
GSM2204396,28,11
GSM2204396,29,11
GSM2204396,30,12
GSM2285896,25,11
GSM2285896,26,11
GSM2285896,27,11
GSM2285896,28,11
GSM2285896,29,11
GSM2285896,30,11
GSM2285896,31,12
GSM2285896,32,12
GSM2285896,33,12
GSM2285897,25,11
GSM2285897,26,11
GSM2285897,27,11
GSM2285897,28,11
GSM2285897,29,11
GSM2285897,30,11
GSM2285897,31,12
GSM2285897,32,12
GSM2285897,33,12
GSM2285898,25,11
GSM2285898,26,11
GSM2285898,27,11
GSM2285898,28,11
GSM2285898,29,11
GSM2285898,30,11
GSM2285898,31,12
GSM2285898,32,12
GSM2285898,33,12
GSM2285899,30,12
GSM2285899,31,12
GSM2285899,32,12
GSM2285899,33,13
GSM2285899,34,13
GSM2285899,35,13
GSM2285899,36,13
GSM2285900,30,12
GSM2285900,31,12
GSM2285900,32,12
GSM2285900,33,13
GSM2285900,34,13
GSM2285900,35,13
GSM2285901,29,11
GSM2285901,30,11
GSM2285901,31,12
GSM2285901,32,12
GSM2285901,33,13
GSM2285901,34,13
GSM2285901,35,13
GSM2285902,30,12
GSM2285902,31,12
GSM2285902,32,12
GSM2285902,33,13
GSM2285902,34,13
GSM2285902,35,13
GSM2285902,36,14
GSM2285909,27,11
GSM2285909,28,11
GSM2285909,29,12
GSM2285909,30,12
GSM2285910,26,11
GSM2285910,27,11
GSM2285910,28,11
GSM2285910,29,12
GSM2285910,30,12
GSM2285910,31,13
GSM2285910,32,14
GSM2285911,25,10
GSM2285911,26,11
GSM2285911,27,11
GSM2285911,28,11
GSM2285911,29,12
GSM2285912,27,11
GSM2285912,28,11
GSM2285912,29,11
GSM2285912,30,12
GSM2285912,31,12
GSM2285913,26,13
GSM2285913,27,12
GSM2285913,28,11
GSM2285913,29,11
GSM2285913,30,12
GSM2285913,31,12
GSM2285914,28,12
GSM2285914,29,11
GSM2285914,30,12
GSM2285914,31,12
GSM2285914,32,12
GSM2285914,33,12
GSM2285915,28,10
GSM2285915,29,11
GSM2285915,30,12
GSM2285915,31,12
GSM2285915,32,13
GSM2285915,33,12
GSM2285916,29,11
GSM2285916,30,11
GSM2285916,31,12
GSM2285916,32,12
GSM2285916,33,12
GSM2285916,34,13
GSM2285916,35,13
GSM2285916,36,14
GSM2285917,24,12
GSM2285917,25,12
GSM2285917,26,12
GSM2285917,27,12
GSM2285917,28,11
GSM2285917,29,11
GSM2285917,30,12
GSM2285917,31,12
GSM2285918,23,13
GSM2285918,24,12
GSM2285918,25,12
GSM2285918,26,12
GSM2285918,27,11
GSM2285918,28,11
GSM2285918,29,11
GSM2285918,30,12
GSM2285918,31,12
GSM2285918,32,13
GSM2285919,27,11
GSM2285919,28,11
GSM2285919,29,11
GSM2285919,30,12
GSM2285919,31,12
GSM2285919,32,13
GSM2285920,28,11
GSM2285920,29,11
GSM2285920,30,12
GSM2285920,31,12
GSM2285920,32,12
GSM2285920,33,13
GSM2285920,34,13
GSM2285921,25,13
GSM2285921,26,12
GSM2285921,27,12
GSM2285921,28,11
GSM2285921,29,11
GSM2285921,30,12
GSM2285921,31,12
GSM2285922,24,13
GSM2285922,25,13
GSM2285922,26,12
GSM2285922,27,12
GSM2285922,28,11
GSM2285922,29,11
GSM2285922,30,12
GSM2285922,31,12
GSM2285923,26,11
GSM2285923,27,11
GSM2285923,28,11
GSM2285923,29,11
GSM2285923,30,12
GSM2285923,31,12
GSM2285924,28,11
GSM2285924,29,11
GSM2285924,30,12
GSM2285924,31,12
GSM2285924,32,10
GSM2285925,28,11
GSM2285925,29,11
GSM2285925,30,12
GSM2285925,31,12
GSM2285925,32,10
GSM2285926,26,11
GSM2285926,27,12
GSM2285926,28,10
GSM2285926,29,11
GSM2285926,30,12
GSM2285926,31,12
GSM2285926,32,12
GSM2285926,33,12
GSM2285927,27,12
GSM2285927,28,11
GSM2285927,29,11
GSM2285927,30,12
GSM2285927,31,12
GSM2285927,32,12
GSM2424851,21,15
GSM2424851,22,12
GSM2424851,23,11
GSM2424851,24,13
GSM2424851,25,10
GSM2424851,26,10
GSM2424851,27,10
GSM2424851,28,10
GSM2424852,24,14
GSM2424852,25,14
GSM2424852,26,14
GSM2424852,27,14
GSM2424852,28,15
GSM2424852,29,10
GSM2424852,30,11
GSM2424852,31,11
GSM2424852,32,11
GSM2424852,33,11
GSM2424852,34,10
GSM2424852,35,14
GSM2424852,36,11
GSM2424852,37,10
GSM2424852,38,10
GSM2424852,39,14
GSM2424852,40,15
GSM2424853,21,14
GSM2424853,22,15
GSM2424853,23,11
GSM2424853,24,15
GSM2424853,25,10
GSM2424854,24,11
GSM2424854,25,12
GSM2424854,26,11
GSM2424854,27,14
GSM2424854,28,15
GSM2424854,29,10
GSM2424854,30,10
GSM2424854,31,12
GSM2424854,32,11
GSM2424854,33,12
GSM2424854,34,13
GSM2424854,35,14
GSM2424854,36,14
GSM2424854,37,10
GSM2424854,38,11
GSM2424854,39,14
GSM2424854,40,12
GSM2424855,21,15
GSM2424855,22,15
GSM2424855,23,15
GSM2424855,24,14
GSM2424856,24,11
GSM2424856,25,12
GSM2424856,26,10
GSM2424856,27,14
GSM2424856,28,11
GSM2424856,29,10
GSM2424856,30,10
GSM2424856,31,10
GSM2424856,32,11
GSM2424856,33,11
GSM2424856,34,13
GSM2424856,35,11
GSM2424856,36,12
GSM2424856,37,10
GSM2424856,38,14
GSM2424856,39,12
GSM2424856,40,12
GSM2327825,27,11
GSM2327825,28,11
GSM2327825,29,11
GSM2327825,30,12
GSM2327826,26,11
GSM2327826,27,11
GSM2327826,28,11
GSM2327826,29,11
GSM2327826,30,11
GSM2327827,27,11
GSM2327827,28,11
GSM2327827,29,11
GSM2327827,30,11
GSM2327828,26,11
GSM2327828,27,11
GSM2327828,28,11
GSM2327828,29,11
GSM2327828,30,11
GSM2360175,25,11
GSM2360175,26,11
GSM2360175,27,11
GSM2360175,28,11
GSM2360175,29,11
GSM2360176,25,11
GSM2360176,26,11
GSM2360176,27,11
GSM2360176,28,11
GSM2360176,29,11
GSM2360177,24,11
GSM2360177,25,15
GSM2360177,26,11
GSM2360177,27,11
GSM2360177,28,11
GSM2360177,29,11
GSM2360177,30,12
GSM2360178,25,11
GSM2360178,26,11
GSM2360178,27,11
GSM2360178,28,11
GSM2360178,29,11
GSM2360178,30,12
GSM2360179,27,11
GSM2360179,28,11
GSM2360179,29,11
GSM2360179,30,12
GSM2360179,31,12
GSM2360180,26,11
GSM2360180,27,11
GSM2360180,28,11
GSM2360180,29,11
GSM2360180,30,12
GSM2360180,31,12
GSM2402496,25,11
GSM2402496,26,10
GSM2402496,27,11
GSM2402496,28,11
GSM2402496,29,12
GSM2402497,26,11
GSM2402497,27,11
GSM2402497,28,11
GSM2402497,29,12
GSM2402497,30,12
GSM2402498,25,11
GSM2402498,26,11
GSM2402498,27,11
GSM2402498,28,11
GSM2402498,29,12
GSM2402498,30,12
GSM2402499,25,11
GSM2402499,26,11
GSM2402499,27,11
GSM2402499,28,11
GSM2402499,29,12
GSM2402499,30,12
GSM2402500,26,11
GSM2402500,27,11
GSM2402500,28,11
GSM2402500,29,12
GSM2402500,30,12
GSM2402501,26,11
GSM2402501,27,11
GSM2402501,28,11
GSM2402501,29,12
GSM2402501,30,12
GSM2445294,27,11
GSM2445294,28,11
GSM2445294,29,11
GSM2445294,30,12
GSM2445294,31,12
GSM2445295,27,11
GSM2445295,28,11
GSM2445295,29,11
GSM2445295,30,12
GSM2445295,31,12
GSM2445296,28,11
GSM2445296,29,11
GSM2445296,30,12
GSM2445296,31,12
GSM2445297,28,11
GSM2445297,29,11
GSM2445297,30,12
GSM2445297,31,12
GSM2475997,25,11
GSM2475997,26,11
GSM2475997,27,11
GSM2475997,28,12
GSM2475997,29,12
GSM2475998,26,11
GSM2475998,27,11
GSM2475998,28,12
GSM2475998,29,12
GSM2475999,26,10
GSM2475999,27,11
GSM2475999,28,12
GSM2476000,26,11
GSM2476000,27,11
GSM2476000,28,12
GSM2476001,26,11
GSM2476001,27,11
GSM2476001,28,12
GSM2476002,26,10
GSM2476002,27,11
GSM2476002,28,12
GSM2476003,26,11
GSM2476003,27,11
GSM2476003,28,12
GSM2476004,27,11
GSM2476004,28,12
GSM2476004,29,12
GSM2476005,26,10
GSM2476005,27,11
GSM2476005,28,12
GSM2476006,27,11
GSM2476006,28,12
GSM2476006,29,12
GSM2476007,26,11
GSM2476007,27,11
GSM2476007,28,12
GSM2476008,26,10
GSM2476008,27,11
GSM2476008,28,12
GSM2476009,27,11
GSM2476009,28,12
GSM2476009,29,12
GSM2476010,26,10
GSM2476010,27,11
